3,1,761,956,266,164,1,-1,-1
3,2,1625,1212,228,202,1,-1,-1
3,3,953,0,151,121,1,-1,-1
3,4,1068,48,228,176,1,-1,-1
3,5,1427,662,188,253,1,-1,-1
3,6,748,752,189,188,1,-1,-1
3,7,148,406,112,202,1,-1,-1
3,8,1350,368,227,176,1,-1,-1
3,9,74,921,219,247,1,-1,-1
3,10,838,112,253,176,1,-1,-1
3,11,2195,508,163,202,1,-1,-1
3,12,608,956,175,279,1,-1,-1
3,13,262,201,163,189,1,-1,-1
3,14,1439,1161,177,253,1,-1,-1
3,15,582,700,189,228,1,-1,-1
3,16,1772,1020,227,176,1,-1,-1
3,17,403,9,137,189,1,-1,-1
3,18,1785,1251,227,150,1,-1,-1
3,19,134,688,189,214,1,-1,-1
3,20,2028,304,215,176,1,-1,-1
3,21,1363,86,240,163,1,-1,-1
3,22,1337,470,176,163,1,-1,-1
3,23,825,35,151,137,1,-1,-1
3,24,2105,73,138,163,1,-1,-1
3,25,339,1161,214,151,1,-1,-1
3,26,2297,956,163,189,1,-1,-1
3,27,96,1071,137,215,1,-1,-1
3,28,394,966,193,230,1,-1,-1
3,29,1478,0,240,147,1,-1,-1
3,30,264,918,149,125,1,-1,-1
3,31,467,931,214,137,1,-1,-1
3,32,2220,99,163,150,1,-1,-1
4,1,761,956,266,164,1,-1,-1
4,2,1625,1212,228,202,1,-1,-1
4,3,953,0,151,121,1,-1,-1
4,4,1068,48,228,176,1,-1,-1
4,5,1413,662,196,262,1,-1,-1
4,6,748,752,189,188,1,-1,-1
4,7,147,406,112,202,1,-1,-1
4,8,1350,368,227,176,1,-1,-1
4,9,77,918,223,253,1,-1,-1
4,10,838,112,253,176,1,-1,-1
4,11,2195,508,163,202,1,-1,-1
4,12,608,956,175,279,1,-1,-1
4,13,262,201,163,189,1,-1,-1
4,14,1439,1161,177,253,1,-1,-1
4,15,582,700,189,228,1,-1,-1
4,16,1772,1020,227,176,1,-1,-1
4,17,403,9,137,189,1,-1,-1
4,18,1785,1251,227,150,1,-1,-1
4,19,134,688,189,214,1,-1,-1
4,20,2028,304,215,176,1,-1,-1
4,21,1363,86,240,163,1,-1,-1
4,22,1337,470,176,163,1,-1,-1
4,23,825,35,151,137,1,-1,-1
4,24,2101,73,146,173,1,-1,-1
4,25,339,1161,214,151,1,-1,-1
4,26,2297,956,163,189,1,-1,-1
4,27,96,1071,137,215,1,-1,-1
4,28,395,969,191,227,1,-1,-1
4,29,1478,0,240,147,1,-1,-1
4,30,267,918,149,125,1,-1,-1
4,31,467,931,214,137,1,-1,-1
4,32,2220,99,163,150,1,-1,-1
5,1,761,956,266,164,1,-1,-1
5,2,1625,1212,228,202,1,-1,-1
5,3,953,0,151,121,1,-1,-1
5,4,1068,48,228,176,1,-1,-1
5,5,1413,662,191,256,1,-1,-1
5,6,748,752,189,188,1,-1,-1
5,7,146,406,113,202,1,-1,-1
5,8,1350,368,227,176,1,-1,-1
5,9,78,917,223,255,1,-1,-1
5,10,838,112,253,176,1,-1,-1
5,11,2195,508,163,202,1,-1,-1
5,12,612,956,177,279,1,-1,-1
5,13,262,201,163,189,1,-1,-1
5,14,1439,1161,177,253,1,-1,-1
5,15,582,700,189,228,1,-1,-1
5,16,1772,1020,227,176,1,-1,-1
5,17,403,9,137,189,1,-1,-1
5,18,1785,1251,227,150,1,-1,-1
5,19,134,688,189,214,1,-1,-1
5,20,2028,304,215,176,1,-1,-1
5,21,1363,86,240,163,1,-1,-1
5,22,1337,470,176,163,1,-1,-1
5,23,825,35,151,137,1,-1,-1
5,24,2100,73,148,176,1,-1,-1
5,25,343,1161,215,151,1,-1,-1
5,26,2297,956,163,189,1,-1,-1
5,27,96,1071,137,215,1,-1,-1
5,28,395,970,191,226,1,-1,-1
5,29,1478,0,240,147,1,-1,-1
5,30,263,909,160,134,1,-1,-1
5,31,462,931,214,137,1,-1,-1
5,32,2220,99,163,150,1,-1,-1
6,1,761,956,266,164,1,-1,-1
6,2,1624,1212,230,202,1,-1,-1
6,3,953,0,151,121,1,-1,-1
6,4,1068,48,228,176,1,-1,-1
6,5,1409,662,196,263,1,-1,-1
6,6,748,752,189,188,1,-1,-1
6,7,151,406,112,202,1,-1,-1
6,8,1350,368,227,176,1,-1,-1
6,9,80,917,221,255,1,-1,-1
6,10,838,112,253,176,1,-1,-1
6,11,2195,508,163,202,1,-1,-1
6,12,609,956,176,279,1,-1,-1
6,13,262,201,163,189,1,-1,-1
6,14,1439,1161,177,253,1,-1,-1
6,15,582,700,189,228,1,-1,-1
6,16,1772,1020,227,176,1,-1,-1
6,17,403,9,137,189,1,-1,-1
6,18,1785,1251,227,150,1,-1,-1
6,19,134,688,189,214,1,-1,-1
6,20,2028,304,215,176,1,-1,-1
6,21,1363,86,240,163,1,-1,-1
6,22,1337,470,176,163,1,-1,-1
6,23,825,35,151,137,1,-1,-1
6,24,2103,82,141,168,1,-1,-1
6,25,349,1170,204,141,1,-1,-1
6,26,2297,956,163,189,1,-1,-1
6,27,96,1071,137,215,1,-1,-1
6,28,395,970,191,226,1,-1,-1
6,29,1478,0,240,147,1,-1,-1
6,30,257,906,164,137,1,-1,-1
6,31,461,931,213,137,1,-1,-1
6,32,2220,99,163,150,1,-1,-1
7,1,761,956,266,164,1,-1,-1
7,2,1624,1212,230,202,1,-1,-1
7,3,953,0,151,121,1,-1,-1
7,4,1068,48,228,176,1,-1,-1
7,5,1409,662,197,265,1,-1,-1
7,6,748,760,180,180,1,-1,-1
7,7,152,406,113,202,1,-1,-1
7,8,1350,368,227,176,1,-1,-1
7,9,81,917,219,255,1,-1,-1
7,10,838,112,253,176,1,-1,-1
7,11,2195,508,163,202,1,-1,-1
7,12,612,956,177,279,1,-1,-1
7,13,265,210,157,180,1,-1,-1
7,14,1439,1161,177,253,1,-1,-1
7,15,582,700,189,228,1,-1,-1
7,16,1772,1020,227,176,1,-1,-1
7,17,403,9,137,189,1,-1,-1
7,18,1785,1251,227,150,1,-1,-1
7,19,134,688,189,214,1,-1,-1
7,20,2028,304,215,176,1,-1,-1
7,21,1363,86,240,163,1,-1,-1
7,22,1337,470,176,163,1,-1,-1
7,23,825,35,151,137,1,-1,-1
7,24,2105,85,138,165,1,-1,-1
7,25,354,1173,215,148,1,-1,-1
7,26,2297,956,163,189,1,-1,-1
7,27,96,1071,137,215,1,-1,-1
7,28,395,970,192,226,1,-1,-1
7,29,1478,0,240,147,1,-1,-1
7,30,259,905,166,138,1,-1,-1
7,31,461,931,212,137,1,-1,-1
7,32,2220,99,163,150,1,-1,-1
8,1,761,956,266,164,1,-1,-1
8,2,1624,1212,230,202,1,-1,-1
8,3,953,0,151,121,1,-1,-1
8,4,1068,48,228,176,1,-1,-1
8,5,1409,662,197,266,1,-1,-1
8,6,748,764,177,176,1,-1,-1
8,7,152,406,114,202,1,-1,-1
8,8,1350,368,227,176,1,-1,-1
8,9,82,917,217,255,1,-1,-1
8,10,838,112,253,176,1,-1,-1
8,11,2195,508,163,202,1,-1,-1
8,12,613,956,178,279,1,-1,-1
8,13,267,213,153,177,1,-1,-1
8,14,1439,1161,177,253,1,-1,-1
8,15,582,700,189,228,1,-1,-1
8,16,1772,1020,227,176,1,-1,-1
8,17,403,9,137,189,1,-1,-1
8,18,1786,1251,227,150,1,-1,-1
8,19,134,688,189,214,1,-1,-1
8,20,2028,304,215,176,1,-1,-1
8,21,1363,86,240,163,1,-1,-1
8,22,1337,470,176,163,1,-1,-1
8,23,825,35,151,137,1,-1,-1
8,24,2105,86,138,164,1,-1,-1
8,25,351,1174,219,150,1,-1,-1
8,26,2297,956,163,189,1,-1,-1
8,27,96,1071,137,215,1,-1,-1
8,28,394,970,193,226,1,-1,-1
8,29,1478,0,240,147,1,-1,-1
8,30,259,904,166,139,1,-1,-1
8,31,461,931,212,137,1,-1,-1
8,32,2220,99,163,150,1,-1,-1
9,1,756,956,267,164,1,-1,-1
9,2,1619,1212,231,202,1,-1,-1
9,3,953,0,151,121,1,-1,-1
9,4,1068,48,228,176,1,-1,-1
9,5,1409,662,197,266,1,-1,-1
9,6,748,765,176,175,1,-1,-1
9,7,157,406,114,202,1,-1,-1
9,8,1350,368,227,176,1,-1,-1
9,9,83,917,215,255,1,-1,-1
9,10,838,112,253,176,1,-1,-1
9,11,2195,508,163,202,1,-1,-1
9,12,609,956,178,279,1,-1,-1
9,13,267,214,153,176,1,-1,-1
9,14,1439,1161,177,253,1,-1,-1
9,15,582,700,189,228,1,-1,-1
9,16,1772,1020,227,176,1,-1,-1
9,17,398,9,138,189,1,-1,-1
9,18,1787,1251,227,150,1,-1,-1
9,19,134,688,189,214,1,-1,-1
9,20,2028,304,215,176,1,-1,-1
9,21,1363,86,240,163,1,-1,-1
9,22,1337,470,176,163,1,-1,-1
9,23,825,35,151,137,1,-1,-1
9,24,2105,87,137,163,1,-1,-1
9,25,354,1175,220,150,1,-1,-1
9,26,2297,956,163,189,1,-1,-1
9,27,96,1071,137,215,1,-1,-1
9,28,394,970,193,226,1,-1,-1
9,29,1478,0,240,147,1,-1,-1
9,30,260,904,166,139,1,-1,-1
9,31,461,931,212,137,1,-1,-1
9,32,2220,99,163,150,1,-1,-1
10,1,759,956,266,164,1,-1,-1
10,2,1618,1212,230,202,1,-1,-1
10,3,953,0,151,121,1,-1,-1
10,4,1068,48,228,176,1,-1,-1
10,5,1406,662,195,266,1,-1,-1
10,6,748,765,176,175,1,-1,-1
10,7,158,406,114,202,1,-1,-1
10,8,1350,368,227,176,1,-1,-1
10,9,84,917,213,254,1,-1,-1
10,10,838,112,253,176,1,-1,-1
10,11,2195,508,163,202,1,-1,-1
10,12,609,956,183,287,1,-1,-1
10,13,266,215,155,175,1,-1,-1
10,14,1439,1161,177,253,1,-1,-1
10,15,582,700,189,228,1,-1,-1
10,16,1772,1020,227,176,1,-1,-1
10,17,396,9,139,189,1,-1,-1
10,18,1787,1251,227,150,1,-1,-1
10,19,134,688,189,214,1,-1,-1
10,20,2028,304,215,176,1,-1,-1
10,21,1363,86,240,163,1,-1,-1
10,22,1337,470,176,163,1,-1,-1
10,23,825,35,151,137,1,-1,-1
10,24,2105,87,137,163,1,-1,-1
10,25,364,1175,221,150,1,-1,-1
10,26,2297,956,163,189,1,-1,-1
10,27,96,1071,137,215,1,-1,-1
10,28,390,961,201,235,1,-1,-1
10,29,1478,0,240,147,1,-1,-1
10,30,261,904,165,139,1,-1,-1
10,31,461,922,221,146,1,-1,-1
10,32,2220,99,163,150,1,-1,-1
11,1,760,956,266,164,1,-1,-1
11,2,1617,1212,230,202,1,-1,-1
11,3,953,0,151,121,1,-1,-1
11,4,1068,48,228,176,1,-1,-1
11,5,1405,662,193,266,1,-1,-1
11,6,748,765,176,175,1,-1,-1
11,7,161,406,110,193,1,-1,-1
11,8,1350,368,227,176,1,-1,-1
11,9,89,917,211,254,1,-1,-1
11,10,838,112,253,176,1,-1,-1
11,11,2195,508,163,202,1,-1,-1
11,12,612,965,179,282,1,-1,-1
11,13,266,215,155,175,1,-1,-1
11,14,1439,1161,177,253,1,-1,-1
11,15,582,700,189,228,1,-1,-1
11,16,1772,1020,227,176,1,-1,-1
11,17,400,9,139,189,1,-1,-1
11,18,1786,1251,227,150,1,-1,-1
11,19,134,688,189,214,1,-1,-1
11,20,2028,304,215,176,1,-1,-1
11,21,1363,86,240,163,1,-1,-1
11,22,1337,470,176,163,1,-1,-1
11,23,825,35,151,137,1,-1,-1
11,24,2105,87,137,163,1,-1,-1
11,25,376,1183,221,151,1,-1,-1
11,26,2294,948,170,197,1,-1,-1
11,27,96,1071,137,215,1,-1,-1
11,28,389,958,203,238,1,-1,-1
11,29,1478,0,240,147,1,-1,-1
11,30,257,904,164,139,1,-1,-1
11,31,462,927,213,141,1,-1,-1
11,32,2220,99,163,150,1,-1,-1
12,1,761,956,266,164,1,-1,-1
12,2,1617,1212,230,202,1,-1,-1
12,3,953,0,151,121,1,-1,-1
12,4,1068,48,228,176,1,-1,-1
